Date,Rainfall (mm),Tmax (°C),Tmin (°C),Tmean (°C),Tavg (°C),Tmean_final (°C),ET (mm/day),Ra (mm/day),relative_humidity,ndvi_modis,Latitude,Longitude,Station
2004-01-01,31.0692,26.0,20.0,23.0,23.0,23.0,2.3489827235255314,10.21918351671406,0.8367610000000001,0.667289,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-02,107.724,25.1,18.8,22.0,21.950000000000003,22.0,2.352325489674407,10.23802608595655,0.858476,0.667289,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-03,9.50588,25.3,18.3,21.8,21.8,21.8,2.471996643829491,10.25831037292042,0.837056,0.67501,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-04,0.131821,26.1,17.2,21.7,21.65,21.7,2.78621181476921,10.28002556109479,0.6451260000000001,0.686373,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-05,0.0401159,27.1,15.6,21.4,21.35,21.4,3.150164750447945,10.30316000479699,0.48682400000000003,0.73848,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-06,0.0455485,26.4,16.5,21.4,21.45,21.4,2.9297810539879516,10.327701233577466,0.546428,0.73848,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-07,0.0543844,26.2,16.0,21.1,21.1,21.1,2.9584921002564797,10.35363595710366,0.629954,0.759167,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-08,0.0390486,26.5,16.9,21.7,21.7,21.7,2.9221173331373307,10.38095007054202,0.671689,0.819552,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-09,0.00783312,26.0,18.6,22.3,22.3,22.3,2.6117001009034455,10.409628660458019,0.638679,0.814372,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-10,0.0811564,26.5,18.1,22.3,22.3,22.3,2.790602895283053,10.439656011253893,0.6140180000000001,0.814027,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-11,0.209036,27.2,18.4,22.8,22.799999999999997,22.8,2.900574421037395,10.471015612164326,0.545934,0.813063,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-12,1.12417,26.8,19.2,23.0,23.0,23.0,2.7172944253327844,10.503690164829855,0.710762,0.819538,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-13,0.258247,27.2,17.0,22.1,22.1,22.1,3.088481932162926,10.537661591467915,0.655748,0.819538,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-14,15.7828,26.7,19.8,23.2,23.25,23.2,2.6189717650016084,10.57291104366082,0.786999,0.822298,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-15,0.628748,26.4,17.4,21.9,21.9,21.9,2.906238122503817,10.609418911779713,0.556342,0.822298,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-16,0.309002,26.2,17.0,21.6,21.6,21.6,2.9265230509009754,10.647164835062723,0.6407240000000001,0.822298,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-17,0.0985112,26.1,16.4,21.2,21.25,21.2,2.9853734791878916,10.686127712364875,0.6728400000000001,0.822298,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-18,1.02081,26.7,18.5,22.6,22.6,22.6,2.8540757024554826,10.726285713596369,0.6742090000000001,0.822298,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-19,8.43993,27.3,19.6,23.4,23.450000000000003,23.4,2.831326707084373,10.767616291864783,0.721468,0.817987,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-20,11.6057,27.5,20.6,24.0,24.05,24.0,2.729972182884227,10.810096196335566,0.726111,0.817987,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-21,8.61889,26.1,19.6,22.8,22.85,22.8,2.583975673475602,10.853701485823972,0.773571,0.80829,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-22,28.2464,26.7,19.4,23.0,23.049999999999997,23.0,2.7632009743910455,10.89840754312998,0.7135370000000001,0.80829,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-23,8.68605,25.5,18.9,22.2,22.2,22.2,2.5866840381551683,10.944189090126429,0.7352190000000001,0.744878,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-24,0.406394,26.1,17.7,21.9,21.9,21.9,2.9086803165425477,10.991020203608743,0.737174,0.712727,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-25,1.13539,26.3,17.8,22.0,22.05,22.0,2.9460842359242574,11.038874331913028,0.7615900000000001,0.712727,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-26,0.344702,26.6,18.6,22.6,22.6,22.6,2.91404741267161,11.087724312307408,0.671512,0.659111,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-27,0.157692,27.2,19.5,23.4,23.35,23.4,2.9285981560780945,11.137542389159522,0.722951,0.637646,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-28,0.130689,27.2,20.4,23.8,23.799999999999997,23.8,2.791513515866905,11.18830023288119,0.6897230000000001,0.573393,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-29,0.547628,27.0,20.9,24.0,23.95,24.0,2.668911341337691,11.239968959649072,0.5771999999999999,,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-30,1.2053,26.9,19.9,23.4,23.4,23.4,2.8311632210145277,11.29251915189808,0.694039,,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-01-31,0.559633,27.0,20.6,23.8,23.8,23.8,2.7463185119566367,11.345920879582122,0.6843,,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-01,0.12753,26.9,20.3,23.6,23.6,23.6,2.788755703185977,11.40014372219444,0.715275,0.560291,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-02,0.0976984,27.2,19.5,23.4,23.35,23.4,3.0121143323266186,11.455156791537659,0.691593,0.555596,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-03,0.0944409,27.6,19.5,23.6,23.55,23.6,3.119471717778535,11.510928755231324,0.6582340000000001,0.550988,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-04,1.17741,27.5,19.0,23.2,23.25,23.2,3.180225791310282,11.567427860942288,0.719118,0.565135,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-05,1.202,27.0,21.0,24.0,24.0,24.0,2.737528071682998,11.624621961321195,0.745869,0.565135,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-06,0.162905,26.9,21.3,24.1,24.1,24.1,2.6642247863388855,11.68247853962583,0.6747960000000001,0.555596,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-07,14.7531,26.8,20.3,23.6,23.55,23.6,2.8502873090353673,11.740964736009891,0.7357779999999999,0.555596,21.41505,-158.13707,MA'O Organic Farms (new site)
2004-02-08,0.290626,27.2,19.0,23.1,23.1,23.1,3.1786434902332528,11.80004737445336,0.7225889999999999,0.555596,21.41505,-158.13707,MA'O Organic Farms (new site)
