Date,Rainfall (mm),Tmax (°C),Tmin (°C),ET (mm/day),Ra (mm/day),Latitude,Longitude,Station
2017-01-01,5.32135,22.5,13.7,2.583082877549726,10.545683182603732,20.002619,-155.694092,Hirako Farm
2017-01-02,2.96467,22.5,13.8,2.5764132433549882,10.564018809725699,20.002619,-155.694092,Hirako Farm
2017-01-03,0.284911,22.9,13.0,2.738174123187109,10.583750235326889,20.002619,-155.694092,Hirako Farm
2017-01-04,0.0,22.6,12.2,2.7688050102082866,10.604866433129182,20.002619,-155.694092,Hirako Farm
2017-01-05,0.040566,22.6,12.2,2.774676648942972,10.62735553738006,20.002619,-155.694092,Hirako Farm
2017-01-06,0.00211759,21.9,12.3,2.649034514430387,10.651204848134983,20.002619,-155.694092,Hirako Farm
2017-01-07,0.616208,22.0,11.8,2.7213366294999064,10.676400837066964,20.002619,-155.694092,Hirako Farm
2017-01-08,0.668036,22.0,12.2,2.6894839167475273,10.702929153819886,20.002619,-155.694092,Hirako Farm
2017-01-09,0.245027,23.4,12.2,2.9404778971380003,10.730774632922493,20.002619,-155.694092,Hirako Farm
2017-01-10,0.0,24.2,12.5,3.060117929148357,10.759921301280034,20.002619,-155.694092,Hirako Farm
2017-01-11,0.00104726,24.9,14.3,3.021955040274329,10.790352386260558,20.002619,-155.694092,Hirako Farm
2017-01-12,0.0543619,24.6,14.7,2.932964487140873,10.822050324392745,20.002619,-155.694092,Hirako Farm
2017-01-13,0.00559979,23.9,14.1,2.8761954249220216,10.854996770691896,20.002619,-155.694092,Hirako Farm
2017-01-14,0.0199612,23.9,14.1,2.885250829616997,10.889172608630282,20.002619,-155.694092,Hirako Farm
2017-01-15,0.380193,25.0,14.1,3.098386304597343,10.924557960767547,20.002619,-155.694092,Hirako Farm
2017-01-16,0.0623236,25.6,14.6,3.168974935974489,10.961132200056214,20.002619,-155.694092,Hirako Farm
2017-01-17,1.0998,25.4,15.1,3.0892235355250235,10.99887396183645,20.002619,-155.694092,Hirako Farm
2017-01-18,0.255438,24.9,14.8,3.0376273588091256,11.03776115653349,20.002619,-155.694092,Hirako Farm
2017-01-19,0.197165,25.0,14.3,3.1212167535767468,11.077770983069906,20.002619,-155.694092,Hirako Farm
2017-01-20,0.334632,24.5,13.6,3.1112837314392836,11.118879943003858,20.002619,-155.694092,Hirako Farm
2017-01-21,3.25663,23.3,14.0,2.8534642499993392,11.161063855403153,20.002619,-155.694092,Hirako Farm
2017-01-22,5.25111,22.8,15.3,2.6006422042559834,11.204297872463451,20.002619,-155.694092,Hirako Farm
2017-01-23,1.16244,23.2,14.5,2.796779548690355,11.248556495877638,20.002619,-155.694092,Hirako Farm
2017-01-24,1.93582,22.8,14.5,2.727752925505366,11.293813593961643,20.002619,-155.694092,Hirako Farm
2017-01-25,0.576574,23.3,13.7,2.933490976772345,11.340042419540287,20.002619,-155.694092,Hirako Farm
2017-01-26,0.241913,22.9,12.8,2.967328321047682,11.387215628595118,20.002619,-155.694092,Hirako Farm
2017-01-27,0.516229,23.5,12.5,3.1228776472532322,11.435305299674097,20.002619,-155.694092,Hirako Farm
2017-01-28,0.67291,23.5,12.2,3.165413689409546,11.48428295406134,20.002619,-155.694092,Hirako Farm
2017-01-29,2.66967,23.0,13.2,2.9813967380332573,11.534119576702876,20.002619,-155.694092,Hirako Farm
2017-01-30,1.97669,23.2,12.2,3.13718791794631,11.584785637882508,20.002619,-155.694092,Hirako Farm
2017-01-31,0.0,23.0,12.5,3.0830117191364312,11.636251115639684,20.002619,-155.694092,Hirako Farm
2017-02-01,0.0,22.4,12.3,3.0031159140319157,11.68848551891919,20.002619,-155.694092,Hirako Farm
2017-02-02,0.0,22.2,11.4,3.070703176307451,11.741457911440298,20.002619,-155.694092,Hirako Farm
2017-02-03,0.0,22.1,12.1,2.9940307070443652,11.795136936270753,20.002619,-155.694092,Hirako Farm
2017-02-04,0.0328093,23.4,11.7,3.295413182343209,11.849490841088942,20.002619,-155.694092,Hirako Farm
2017-02-05,0.0,24.8,12.6,3.490690300969889,11.904487504115151,20.002619,-155.694092,Hirako Farm
2017-02-06,0.630674,25.3,15.3,3.3142664567112416,11.960094460690826,20.002619,-155.694092,Hirako Farm
2017-02-07,6.87654,23.1,15.5,2.826692344463605,12.016278930482441,20.002619,-155.694092,Hirako Farm
2017-02-08,0.897306,22.0,13.8,2.838693224451277,12.073007845284392,20.002619,-155.694092,Hirako Farm
2017-02-09,0.47758,22.0,11.8,3.091911626159268,12.130247877393304,20.002619,-155.694092,Hirako Farm
2017-02-10,0.0621881,23.3,12.0,3.3405233544880573,12.187965468523844,20.002619,-155.694092,Hirako Farm
2017-02-11,0.804593,24.1,15.4,3.1195802179296406,12.246126859234314,20.002619,-155.694092,Hirako Farm
2017-02-12,1.92157,24.5,15.2,3.2494155474256927,12.304698118828023,20.002619,-155.694092,Hirako Farm
2017-02-13,0.344719,25.4,14.1,3.589413830295894,12.363645175694684,20.002619,-155.694092,Hirako Farm
2017-02-14,0.0,26.1,14.2,3.7405655482845606,12.422933848054122,20.002619,-155.694092,Hirako Farm
2017-02-15,0.0765686,26.0,14.2,3.737753559874928,12.482529875062735,20.002619,-155.694092,Hirako Farm
2017-02-16,0.330017,25.7,15.5,3.5378527817537804,12.542398948241537,20.002619,-155.694092,Hirako Farm
2017-02-17,0.599057,25.3,16.0,3.3987763916044313,12.602506743182811,20.002619,-155.694092,Hirako Farm
2017-02-18,0.199749,24.5,15.7,3.274453139069436,12.66281895149102,20.002619,-155.694092,Hirako Farm
2017-02-19,0.671966,24.2,14.7,3.3598178106979684,12.723301312912092,20.002619,-155.694092,Hirako Farm
2017-02-20,1.46937,23.8,13.4,3.4515162432266373,12.783919647603849,20.002619,-155.694092,Hirako Farm
2017-02-21,0.681636,22.6,12.9,3.270960059435265,12.844639888499245,20.002619,-155.694092,Hirako Farm
2017-02-22,1.55345,23.2,13.1,3.391250210000542,12.905428113712746,20.002619,-155.694092,Hirako Farm
2017-02-23,0.185893,23.2,12.5,3.477712443991967,12.96625057893954,20.002619,-155.694092,Hirako Farm
2017-02-24,0.106804,23.1,11.6,3.5714860436192075,13.027073749796031,20.002619,-155.694092,Hirako Farm
2017-02-25,0.0293326,21.1,12.4,3.067639339830533,13.087864334049714,20.002619,-155.694092,Hirako Farm
2017-02-26,0.0,21.0,13.6,2.887553058373201,13.148589313685568,20.002619,-155.694092,Hirako Farm
2017-02-27,0.423223,21.2,13.5,2.9632996458093412,13.209215976756095,20.002619,-155.694092,Hirako Farm
2017-02-28,0.243133,21.1,14.9,2.720621983463514,13.269711948961312,20.002619,-155.694092,Hirako Farm
2017-03-01,1.72638,21.3,15.7,2.633662363055469,13.33004522490531,20.002619,-155.694092,Hirako Farm
2017-03-02,1.36526,24.0,15.5,3.3715825042625567,13.390184198975632,20.002619,-155.694092,Hirako Farm
2017-03-03,0.558269,24.8,14.6,3.704969426375461,13.450097695792035,20.002619,-155.694092,Hirako Farm
2017-03-04,0.0,25.3,14.1,3.89955983203471,13.50975500017133,20.002619,-155.694092,Hirako Farm
2017-03-05,0.0,25.0,14.4,3.8103415626914923,13.56912588655554,20.002619,-155.694092,Hirako Farm
2017-03-06,0.162768,23.9,14.6,3.5415665273949406,13.62818064785108,20.002619,-155.694092,Hirako Farm
2017-03-07,3.96111,23.5,14.6,3.460709238757432,13.686890123627345,20.002619,-155.694092,Hirako Farm
2017-03-08,1.2719,23.5,14.6,3.475459307025422,13.745225727624074,20.002619,-155.694092,Hirako Farm
2017-03-09,0.357075,23.3,15.4,3.3149631526634313,13.803159474517662,20.002619,-155.694092,Hirako Farm
2017-03-10,0.0,24.8,14.5,3.8316188963292777,13.860664005897855,20.002619,-155.694092,Hirako Farm
2017-03-11,0.0,25.0,15.1,3.8122307641654505,13.917712615407472,20.002619,-155.694092,Hirako Farm
2017-03-12,0.00138883,24.8,15.3,3.7496000023644562,13.9742792729992,20.002619,-155.694092,Hirako Farm
2017-03-13,0.00311751,25.0,15.1,3.843080404416692,14.03033864826503,20.002619,-155.694092,Hirako Farm
2017-03-14,0.949858,25.1,14.7,3.938849730826828,14.085866132795546,20.002619,-155.694092,Hirako Farm
2017-03-15,1.05978,25.1,14.6,3.967917271141102,14.14083786152813,20.002619,-155.694092,Hirako Farm
2017-03-16,0.25357,24.9,14.2,3.988896676922594,14.195230733044857,20.002619,-155.694092,Hirako Farm
2017-03-17,0.325001,24.4,14.3,3.8693000688142813,14.249022428783084,20.002619,-155.694092,Hirako Farm
2017-03-18,2.29961,24.8,15.5,3.807007016042201,14.30219143112361,20.002619,-155.694092,Hirako Farm
2017-03-19,0.309108,26.0,14.5,4.260161403665044,14.354717040323749,20.002619,-155.694092,Hirako Farm
2017-03-20,0.490048,25.9,15.5,4.114017284699929,14.40657939026459,20.002619,-155.694092,Hirako Farm
2017-03-21,0.273572,25.6,15.6,4.037941803322872,14.45775946298453,20.002619,-155.694092,Hirako Farm
2017-03-22,0.132911,25.6,15.1,4.12507388956685,14.508239101973246,20.002619,-155.694092,Hirako Farm
2017-03-23,0.0972079,25.9,15.0,4.22838253243126,14.558001024203074,20.002619,-155.694092,Hirako Farm
2017-03-24,1.29493,25.4,15.9,3.9815105355825686,14.607028830877093,20.002619,-155.694092,Hirako Farm
